run_id	llm	prompt_combination	test_id	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0011	gemma4:26b	baseline	complex_01	complex	structured_wording	0.00	0.85	0.00	12898	true	1.00	1.00	1.00	0.00	1.00	false	false	85.00	85.00	true	true	false	true	true	true	true	0	0	0	0	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.state_province"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "customer_dim.country = 'USA'",\n    "product_dim.product_subcategory = 'Milk'"\n  ]\n}	3749	3749	938	938	1137	154	1291	12890	1	5325	7556	213.48	20.38	true			2026-09-20 00:33:51
run_0012	gemma4:26b	baseline	complex_02	complex	structured_wording	0.00	0.85	0.00	12491	true	1.00	1.00	1.00	0.00	1.00	false	false	85.00	85.00	true	true	false	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "product_dim.product_category = 'Breakfast Foods'",\n    "store_dim.store_country = 'USA'"\n  ]\n}	3728	3728	932	932	1134	152	1286	12482	1	5099	7374	222.36	20.61	true			2026-09-20 00:34:04
run_0013	gemma4:26b	baseline	complex_03	complex	structured_wording	0.00	0.83	0.00	13214	true	1.00	0.93	1.00	0.00	1.00	false	false	75.00	85.00	true	true	false	true	true	false	true	0	0	0	0	0	1	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.city"\n  ],\n  "sigma": [\n    "date_dim.year_quarter = '1997-Q3'",\n    "customer_dim.state_province = 'California'",\n    "promotion_dim.media_type = 'Daily Paper'"\n  ]\n}	3751	3751	938	938	1138	159	1297	13206	1	5238	7959	217.24	19.98	true			2026-09-20 00:34:16
run_0014	gemma4:26b	baseline	complex_04	complex	natural_wording	0.00	0.78	0.00	13648	true	1.00	0.76	1.00	0.00	1.00	false	false	70.00	77.50	true	true	false	true	true	false	false	0	0	0	1	1	1	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "sales revenue variation across quarters and brands for Food purchases by Washington customers in USA during 1997",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_quarter",\n    "product_dim.brand_name"\n  ],\n  "sigma": [\n    "product_dim.product_category = 'Food'",\n    "customer_dim.state_province = 'Washington'",\n    "customer_dim.country = 'USA'",\n    "date_dim.the_year = 1997"\n  ]\n}	3735	3735	934	934	1134	160	1294	13640	1	5153	8479	220.04	18.87	true			2026-09-20 00:34:29
run_0015	gemma4:26b	baseline	complex_05	complex	natural_wording	0.00	0.76	0.00	12241	true	1.00	0.71	1.00	0.00	1.00	false	false	65.00	75.00	true	true	false	true	true	false	false	0	0	0	1	1	1	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "average_sales_revenue_by_category_and_store_type",\n  "aggregateFunction": "avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name = 'Daily Paper'",\n    "store_dim.store_state = 'California'",\n    "date_dim.year_quarter = '1997-Q3'"\n  ]\n}	3755	3755	939	939	1137	146	1283	12232	1	5192	7032	218.98	20.76	true			2026-09-20 00:34:43
run_0016	gemma4:26b	instructions_for_query_generation	simple_01	simple	structured_wording	0.00	0.94	1.00	24464	true	1.00	0.80	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_product_category_for_year_1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year"\n  ]\n}	7714	7714	1929	1929	1969	102	2071	24451	1	19062	5042	103.29	20.23	true			2026-09-20 00:34:55
run_0017	gemma4:26b	instructions_for_query_generation	simple_02	simple	structured_wording	1.00	1.00	1.00	6413	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "average_store_cost_by_store_type",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	7690	7690	1923	1923	1961	79	2040	6400	1	2502	3881	783.73	20.35	true			2026-09-20 00:35:20
run_0018	gemma4:26b	instructions_for_query_generation	simple_03	simple	structured_wording	1.00	1.00	1.00	5563	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	7699	7699	1925	1925	1962	59	2021	5547	1	2579	2951	760.55	19.99	true			2026-09-20 00:35:26
run_0019	gemma4:26b	instructions_for_query_generation	simple_04	simple	natural_wording	1.00	1.00	1.00	5878	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "query",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": []\n}	7701	7701	1926	1926	1961	69	2030	5867	1	2632	3218	744.83	21.44	true			2026-09-20 00:35:32
run_0020	gemma4:26b	instructions_for_query_generation	simple_05	simple	natural_wording	0.00	0.94	1.00	6470	true	1.00	0.80	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	2	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "query",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "store_dim.store_state",\n    "date_dim.the_year"\n  ]\n}	7711	7711	1928	1928	1967	80	2047	6451	1	2398	4036	820.09	19.82	true			2026-09-20 00:35:38
run_0021	gemma4:26b	instructions_for_query_generation	medium_01	medium	structured_wording	0.00	0.94	1.00	8641	true	1.00	0.80	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	2	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_unit_sales_by_state_and_quarter",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "store_dim.store_country",\n    "date_dim.the_year"\n  ]\n}	7736	7736	1934	1934	1974	117	2091	8629	1	2808	5805	702.98	20.15	true			2026-09-20 00:35:44
run_0022	gemma4:26b	instructions_for_query_generation	medium_02	medium	structured_wording	0.00	0.94	1.00	8901	true	1.00	0.80	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	2	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "average_store_cost_by_product_family_for_stores_in_usa_during_1997",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": [\n    "store_dim.store_country",\n    "date_dim.the_year"\n  ]\n}	7728	7728	1932	1932	1972	119	2091	8889	1	2688	6185	733.48	19.24	true			2026-09-20 00:35:53
run_0023	gemma4:26b	instructions_for_query_generation	medium_03	medium	structured_wording	0.00	0.94	1.00	8847	true	1.00	0.80	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_promotion_media_type_and_product_category_during_1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "promotion_dim.media_type",\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year"\n  ]\n}	7733	7733	1934	1934	1971	119	2090	8836	1	2802	6017	703.42	19.78	true			2026-09-20 00:36:02
run_0024	gemma4:26b	instructions_for_query_generation	medium_04	medium	natural_wording	0.00	0.94	1.00	7211	true	1.00	0.80	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	2	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "query",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "customer_dim.gender"\n  ],\n  "sigma": [\n    "customer_dim.member_card",\n    "customer_dim.country"\n  ]\n}	7722	7722	1931	1931	1969	90	2059	7200	1	2607	4579	755.16	19.65	true			2026-09-20 00:36:11
run_0025	gemma4:26b	instructions_for_query_generation	medium_05	medium	natural_wording	0.00	0.93	1.00	7291	true	1.00	0.78	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	2	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "query",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month"\n  ],\n  "sigma": [\n    "date_dim.the_year",\n    "product_dim.low_fat"\n  ]\n}	7733	7733	1934	1934	1974	96	2070	7280	1	2618	4645	753.76	20.66	true			2026-09-20 00:36:18
run_0026	gemma4:26b	instructions_for_query_generation	complex_01	complex	structured_wording	0.00	0.94	1.00	9110	true	1.00	0.78	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	3	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_month_and_customer_state",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.state_province"\n  ],\n  "sigma": [\n    "date_dim.the_year",\n    "customer_dim.country",\n    "product_dim.product_subcategory"\n  ]\n}	7790	7790	1948	1948	1982	130	2112	9098	1	2681	6401	739.06	20.31	true			2026-09-20 00:36:25
run_0027	gemma4:26b	instructions_for_query_generation	complex_02	complex	structured_wording	0.00	0.94	1.00	8824	true	1.00	0.78	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	3	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_product_subcategory_and_quarter",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "date_dim.the_year",\n    "product_dim.product_category",\n    "store_dim.store_country"\n  ]\n}	7769	7769	1943	1943	1979	130	2109	8812	1	2603	6192	760.21	20.99	true			2026-09-20 00:36:34
run_0028	gemma4:26b	instructions_for_query_generation	complex_03	complex	structured_wording	0.00	0.93	1.00	9126	true	1.00	0.76	1.00	1.00	1.00	false	true	70.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	3	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_month_and_customer_city",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.city"\n  ],\n  "sigma": [\n    "date_dim.year_quarter",\n    "customer_dim.state_province",\n    "promotion_dim.media_type"\n  ]\n}	7792	7792	1948	1948	1983	130	2113	9113	1	2672	6423	741.90	20.24	true			2026-09-20 00:36:43
run_0029	gemma4:26b	instructions_for_query_generation	complex_04	complex	natural_wording	0.00	0.90	0.00	8739	true	1.00	0.66	1.00	1.00	1.00	false	false	70.00	92.50	true	true	true	true	true	false	false	0	0	0	1	1	3	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "query",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_quarter",\n    "product_dim.brand_name"\n  ],\n  "sigma": [\n    "product_dim.product_category",\n    "customer_dim.state_province",\n    "customer_dim.country",\n    "date_dim.the_year"\n  ]\n}	7776	7776	1944	1944	1979	125	2104	8701	1	2615	6070	756.73	20.59	true			2026-09-20 00:36:52
run_0030	gemma4:26b	instructions_for_query_generation	complex_05	complex	natural_wording	0.00	0.89	0.00	9341	true	1.00	0.64	1.00	1.00	1.00	false	false	70.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	2	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "average_sales_revenue_by_product_category_and_store_type",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name",\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ]\n}	7796	7796	1949	1949	1982	132	2114	9330	1	2728	6585	726.30	20.04	true			2026-09-20 00:37:01
run_0031	gemma4:26b	prescription_of_result	simple_01	simple	structured_wording	1.00	1.00	1.00	20780	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by product category for 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	5730	5730	1433	1433	1617	99	1716	20771	1	15669	4787	103.20	20.68	true			2026-09-20 00:37:10
run_0032	gemma4:26b	prescription_of_result	simple_02	simple	structured_wording	1.00	1.00	1.00	6369	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "average store cost by store type",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	5706	5706	1427	1427	1609	74	1683	6357	1	2686	3658	598.82	20.23	true			2026-09-20 00:37:31
run_0033	gemma4:26b	prescription_of_result	simple_03	simple	structured_wording	1.00	1.00	1.00	5693	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	5715	5715	1429	1429	1610	57	1667	5468	1	2572	2883	625.94	19.77	true			2026-09-20 00:37:37
