run_id	llm	prompt_combination	test_id	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0011	qwen3.5:35b	baseline	complex_01	complex	structured_wording	0.00	0.81	0.00	16642	true	0.88	1.00	1.00	0.00	1.00	false	false	70.00	70.00	true	true	false	true	false	true	true	0	1	1	0	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_month_and_state",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_month",\n    "customer_dim.state_province"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "customer_dim.country = 'USA'",\n    "product_dim.product_subcategory = 'Milk'"\n  ]\n}	3749	3749	938	938	902	118	1020	16637	152	4209	12223	214.29	9.65	true			2026-09-18 02:03:26
run_0012	qwen3.5:35b	baseline	complex_02	complex	structured_wording	0.00	0.63	0.00	17145	true	0.75	0.50	1.00	0.00	1.00	false	false	50.00	50.00	true	true	false	true	false	false	false	0	1	1	2	2	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_product_subcategory_and_quarter",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.quarter"\n  ],\n  "sigma": [\n    "product_dim.product_subcategory = 'Breakfast Foods'",\n    "date_dim.the_year = 1997",\n    "customer_dim.country = 'USA'"\n  ]\n}	3728	3728	932	932	899	123	1022	17140	117	4342	12623	207.03	9.74	true			2026-09-18 02:03:42
run_0013	qwen3.5:35b	baseline	complex_03	complex	structured_wording	0.00	0.35	0.00	17629	true	0.00	0.33	1.00	0.00	1.00	false	false	25.00	25.00	true	true	false	true	false	false	false	4	2	4	3	2	0	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_month_and_city",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_year = 1997",\n    "date_dim.quarter = 3",\n    "customer_dim.state_province = 'California'",\n    "promotion_dim.media_type = 'Daily Paper'"\n  ],\n  "sigma": [\n    "date_dim.the_month",\n    "customer_dim.city"\n  ]\n}	3751	3751	938	938	903	128	1031	17622	113	4201	13250	214.95	9.66	true			2026-09-18 02:03:59
run_0014	qwen3.5:35b	baseline	complex_04	complex	natural_wording	0.00	0.74	0.00	15271	true	0.88	0.76	1.00	0.00	1.00	false	false	55.00	62.50	true	true	false	true	false	false	false	0	1	1	1	1	1	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "sales_by_quarter_brand",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": ["date_dim.the_year", "product_dim.brand_name"],\n  "sigma": ["customer_dim.state_province = 'Washington'", "customer_dim.country = 'USA'", "product_dim.product_category = 'Food'", "date_dim.the_year = 1997"]\n}	3735	3735	934	934	899	105	1004	15264	157	4274	10782	210.32	9.74	true			2026-09-18 02:04:17
run_0015	qwen3.5:35b	baseline	complex_05	complex	natural_wording	0.00	0.68	0.00	16763	true	1.00	0.44	1.00	0.00	1.00	false	false	65.00	65.00	true	true	false	true	true	false	false	0	0	0	2	2	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "promotion_sales_analysis",\n  "aggregateFunction": "AVG",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name = 'Daily Paper'",\n    "customer_dim.state_province = 'California'",\n    "date_dim.year_quarter = '1997-Q3'"\n  ]\n}	3755	3755	939	939	902	119	1021	16757	147	4405	12151	204.77	9.79	true			2026-09-18 02:04:32
run_0016	qwen3.5:35b	instructions_for_query_generation	simple_01	simple	structured_wording	1.00	1.00	1.00	28998	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_product_category_1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997"\n  ]\n}	7714	7714	1929	1929	1732	91	1823	28989	127	19194	9626	90.24	9.45	true			2026-09-18 02:04:49
run_0017	qwen3.5:35b	instructions_for_query_generation	simple_02	simple	structured_wording	1.00	1.00	1.00	21211	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "average_store_cost_by_store_type",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	7690	7690	1923	1923	1724	69	1793	21203	116	13839	7210	124.57	9.57	true			2026-09-18 02:05:18
run_0018	qwen3.5:35b	instructions_for_query_generation	simple_03	simple	structured_wording	1.00	1.00	1.00	19686	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	7699	7699	1925	1925	1725	55	1780	19678	111	13805	5728	124.95	9.60	true			2026-09-18 02:05:39
run_0019	qwen3.5:35b	instructions_for_query_generation	simple_04	simple	natural_wording	1.00	1.00	1.00	21207	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "sales_revenue_by_product_family",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": []\n}	7701	7701	1926	1926	1724	69	1793	21200	147	13790	7225	125.01	9.55	true			2026-09-18 02:05:59
run_0020	qwen3.5:35b	instructions_for_query_generation	simple_05	simple	natural_wording	0.00	0.97	1.00	23510	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "sales_revenue_california_1998",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "store_dim.store_state = 'California'",\n    "date_dim.the_year = 1998"\n  ]\n}	7711	7711	1928	1928	1730	90	1820	23502	151	13835	9472	125.04	9.50	true			2026-09-18 02:06:20
run_0021	qwen3.5:35b	instructions_for_query_generation	medium_01	medium	structured_wording	0.00	0.85	0.00	25320	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_unit_sales_by_store_state_and_quarter",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "customer_dim.country = 'USA'",\n    "date_dim.the_year = 1998"\n  ]\n}	7736	7736	1934	1934	1737	108	1845	25312	115	13866	11279	125.26	9.57	true			2026-09-18 02:06:44
run_0022	qwen3.5:35b	instructions_for_query_generation	medium_02	medium	structured_wording	0.00	0.85	0.00	24243	true	1.00	0.50	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	true	false	false	0	0	0	1	1	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "avg_store_cost_by_product_family",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": [\n    "customer_dim.country = 'USA'",\n    "date_dim.the_year = 1997"\n  ]\n}	7728	7728	1932	1932	1735	96	1831	24235	116	13947	10122	124.39	9.48	true			2026-09-18 02:07:09
run_0023	qwen3.5:35b	instructions_for_query_generation	medium_03	medium	structured_wording	1.00	1.00	1.00	24841	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_promotion_media_and_product_category_1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "promotion_dim.media_type",\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997"\n  ]\n}	7733	7733	1934	1934	1734	103	1837	24835	125	13823	10836	125.44	9.50	true			2026-09-18 02:07:33
run_0024	qwen3.5:35b	instructions_for_query_generation	medium_04	medium	natural_wording	0.00	0.97	1.00	24107	true	1.00	0.90	1.00	1.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "units_bought_by_gender_in_usa",\n  "aggregateFunction": "Sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "customer_dim.gender"\n  ],\n  "sigma": [\n    "customer_dim.member_card = 'Golden-card'",\n    "customer_dim.country = 'USA'"\n  ]\n}	7722	7722	1931	1931	1731	95	1826	24100	136	13949	9968	124.09	9.53	true			2026-09-18 02:07:58
run_0025	qwen3.5:35b	instructions_for_query_generation	medium_05	medium	natural_wording	0.00	0.89	0.00	24695	true	0.75	0.88	1.00	1.00	1.00	false	false	55.00	70.00	true	true	true	true	false	false	true	0	1	1	0	0	1	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "monthly_lowfat_sales_1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_month"\n  ],\n  "sigma": [\n    "product_dim.low_fat = 'Y'",\n    "date_dim.the_year = 1997"\n  ]\n}	7733	7733	1934	1934	1736	101	1837	24688	116	13888	10636	125.00	9.50	true			2026-09-18 02:08:22
run_0026	qwen3.5:35b	instructions_for_query_generation	complex_01	complex	structured_wording	0.00	0.96	0.00	26990	true	0.88	1.00	1.00	1.00	1.00	false	false	85.00	85.00	true	true	true	true	false	true	true	0	1	1	0	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_month_and_customer_state",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_month",\n    "customer_dim.state_province"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "customer_dim.country = 'USA'",\n    "product_dim.product_subcategory = 'Milk'"\n  ]\n}	7790	7790	1948	1948	1745	119	1864	26984	152	14214	12561	122.76	9.47	true			2026-09-18 02:08:47
run_0027	qwen3.5:35b	instructions_for_query_generation	complex_02	complex	structured_wording	0.00	0.85	0.00	27227	true	1.00	0.50	1.00	1.00	1.00	false	false	80.00	80.00	true	true	true	true	true	false	false	0	0	0	2	2	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_product_subcategory_and_quarter",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "product_dim.product_subcategory = 'Breakfast Foods'",\n    "date_dim.the_year = 1997",\n    "customer_dim.country = 'USA'"\n  ]\n}	7769	7769	1943	1943	1742	124	1866	27221	151	13972	13039	124.68	9.51	true			2026-09-18 02:09:14
run_0028	qwen3.5:35b	instructions_for_query_generation	complex_03	complex	structured_wording	0.00		0.00	27603	false						false	false	75.00	85.00	false	true	true	true	false	false	true	0	1	1	0	0	1	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_by_month_customer_city_q3_1997_california_daily_paper",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.the_month",\n    "customer_dim.city"\n  ],\n  "sigma": [\n    "date_dim.year_quarter = '1997-Q3'",\n    "customer_dim.state_province = 'California'",\n    "promotion_dim.media_type = 'Daily Paper'"\n  ]	7792	7792	1948	1948	1746	128	1874	27597	124	13936	13478	125.28	9.50	true			2026-09-18 02:09:41
run_0029	qwen3.5:35b	instructions_for_query_generation	complex_04	complex	natural_wording	0.00	0.93	0.00	27411	true	1.00	0.76	1.00	1.00	1.00	false	false	85.00	92.50	true	true	true	true	true	false	false	0	0	0	1	1	1	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "sales_by_quarter_brand",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_quarter",\n    "product_dim.brand_name"\n  ],\n  "sigma": [\n    "customer_dim.state_province = 'Washington'",\n    "customer_dim.country = 'USA'",\n    "date_dim.the_year = 1997",\n    "product_dim.product_category = 'Food'"\n  ]\n}	7776	7776	1944	1944	1742	126	1868	27405	147	13931	13267	125.04	9.50	true			2026-09-18 02:10:09
run_0030	qwen3.5:35b	instructions_for_query_generation	complex_05	complex	natural_wording	0.00	0.83	0.00	26588	true	1.00	0.44	1.00	1.00	1.00	false	false	80.00	80.00	true	true	true	true	true	false	false	0	0	0	2	2	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "promotion_sales_analysis",\n  "aggregateFunction": "Avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name = 'Daily Paper'",\n    "customer_dim.state_province = 'California'",\n    "date_dim.year_quarter = '1997-Q3'"\n  ]\n}	7796	7796	1949	1949	1745	118	1863	26582	146	14013	12366	124.52	9.54	true			2026-09-18 02:10:36
run_0031	qwen3.5:35b	prescription_of_result	simple_01	simple	structured_wording	1.00	1.00	1.00	24625	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales by product category for 1997",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year='1997'"\n  ]\n}	5730	5730	1433	1433	1378	91	1469	24619	119	15037	9422	91.63	9.66	true			2026-09-18 02:11:03
run_0032	qwen3.5:35b	prescription_of_result	simple_02	simple	structured_wording	1.00	1.00	1.00	17105	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Average store cost by store type",\n  "aggregateFunction": "Avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	5706	5706	1427	1427	1370	69	1439	17099	153	9670	7239	141.67	9.53	true			2026-09-18 02:11:27
run_0033	qwen3.5:35b	prescription_of_result	simple_03	simple	structured_wording	1.00	1.00	1.00	15291	true	1.00	1.00	1.00	1.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "Total store sales",\n  "aggregateFunction": "Sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	5715	5715	1429	1429	1371	55	1426	15285	131	9437	5686	145.27	9.67	true			2026-09-18 02:11:44
