run_id	llm	prompt_combination	test_id	pair_id	wording_type	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	adjusted_duration_ms	adjusted_duration_s	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0011	gemma4:26b	baseline	pair_05_structured	pair_05	structured	simple	structured_wording	0	0.82	0	10437	TRUE	1	0.9	1	0	1	FALSE	FALSE	70	85	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	1	What are the total store sales for stores in California during 1998?	sales_cube	Sum	store_sales	[]	"[store_dim.store_state='CA', date_dim.the_year='1998']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""total_store_sales_california_1998"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [],\n  ""sigma"": [\n    ""store_dim.store_state = 'California'"",\n    ""date_dim.the_year = 1998""\n  ]\n}"	3672	3672	918	918	1123	101	1224	10430	1	10429	10.429	5116	5306	219.5	19.03	TRUE			21/09/2026 00:10
run_0012	gemma4:26b	baseline	pair_05_natural	pair_05	natural	simple	natural_wording	0	0.82	0	10230	TRUE	1	0.9	1	0	1	FALSE	FALSE	70	85	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	1	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	"[store_dim.store_state='CA', date_dim.the_year='1998']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""How much sales revenue came from stores in California during 1998?"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [],\n  ""sigma"": [\n    ""store_dim.store_state = 'California'"",\n    ""date_dim.the_year = 1998""\n  ]\n}"	3670	3670	918	918	1122	103	1225	10223	1	10222	10.222	5123	5093	219.01	20.22	TRUE			21/09/2026 00:10
run_0013	gemma4:26b	baseline	pair_15_natural	pair_15	natural	complex	natural_wording	0	0.76	0	13081	TRUE	1	0.71	1	0	1	FALSE	FALSE	65	75	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	1	1	1	"When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?"	sales_cube	Avg	store_sales	"[product_dim.product_category, store_dim.store_type]"	"[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""average sales revenue by product category and store type for Daily Paper promotions in California during Q3 1997"",\n  ""aggregateFunction"": ""avg"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""product_dim.product_category"",\n    ""store_dim.store_type""\n  ],\n  ""sigma"": [\n    ""promotion_dim.promotion_name = 'Daily Paper'"",\n    ""store_dim.store_state = 'California'"",\n    ""date_dim.year_quarter = '1997-Q3'""\n  ]\n}"	3755	3755	939	939	1137	154	1291	13073	1	13072	13.072	5306	7757	214.25	19.85	TRUE			21/09/2026 00:10
run_0014	gemma4:26b	baseline	pair_15_structured	pair_15	structured	complex	structured_wording	0	0.76	0	12895	TRUE	1	0.71	1	0	1	FALSE	FALSE	65	75	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0	0	0	1	1	1	What is the average store sales by product category and store type for Daily Paper promotions in California during Q3 1997?	sales_cube	Avg	store_sales	"[product_dim.product_category, store_dim.store_type]"	"[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""average store sales by product category and store type for Daily Paper promotions in California during Q3 1997"",\n  ""aggregateFunction"": ""avg"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""product_dim.product_category"",\n    ""store_dim.store_type""\n  ],\n  ""sigma"": [\n    ""promotion_dim.promotion_name = 'Daily Paper'"",\n    ""store_dim.store_state = 'California'"",\n    ""date_dim.year_quarter = '1997-Q3'""\n  ]\n}"	3727	3727	932	932	1133	154	1287	12887	1	12886	12.886	5143	7736	220.26	19.91	TRUE			21/09/2026 00:11
run_0015	gemma4:26b	baseline	pair_01_structured	pair_01	structured	simple	structured_wording	0	0.85	0	10159	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""total store sales by product category for the year 1997"",\n  ""aggregateFunction"": ""SUM"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""product_dim.product_category""\n  ],\n  ""sigma"": [\n    ""date_dim.the_year = 1997""\n  ]\n}"	3673	3673	919	919	1124	102	1226	10151	1	10150	10.15	5079	5065	221.3	20.14	TRUE			21/09/2026 00:11
run_0016	gemma4:26b	baseline	pair_01_natural	pair_01	natural	simple	natural_wording	0	0.85	0	10152	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	"In 1997, how much sales revenue did each product category generate?"	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""In 1997, how much sales revenue did each product category generate?"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""product_dim.product_category""\n  ],\n  ""sigma"": [\n    ""date_dim.the_year = 1997""\n  ]\n}"	3671	3671	918	918	1123	104	1227	10144	1	10143	10.143	5081	5056	221	20.57	TRUE			21/09/2026 00:11
run_0017	gemma4:26b	baseline	pair_12_structured	pair_12	structured	complex	structured_wording	0	0.85	0	12572	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	"[product_dim.product_subcategory, date_dim.year_quarter]"	"[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA"",\n  ""aggregateFunction"": ""SUM"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""product_dim.product_subcategory"",\n    ""date_dim.year_quarter""\n  ],\n  ""sigma"": [\n    ""date_dim.the_year = 1997"",\n    ""product_dim.product_category = 'Breakfast Foods'"",\n    ""store_dim.store_country = 'USA'""\n  ]\n}"	3728	3728	932	932	1134	152	1286	12564	1	12563	12.563	5201	7355	218.02	20.66	TRUE			21/09/2026 00:11
run_0018	gemma4:26b	baseline	pair_12_natural	pair_12	natural	complex	natural_wording	0	0.85	0	12406	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	"For Breakfast Foods sold by stores in the USA in 1997, how much sales revenue came from each product subcategory in each quarter?"	sales_cube	Sum	store_sales	"[product_dim.product_subcategory, date_dim.year_quarter]"	"[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""sales revenue by product subcategory and quarter for Breakfast Foods in USA in 1997"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""product_dim.product_subcategory"",\n    ""date_dim.year_quarter""\n  ],\n  ""sigma"": [\n    ""product_dim.product_category = 'Breakfast Foods'"",\n    ""store_dim.store_country = 'USA'"",\n    ""date_dim.the_year = 1997""\n  ]\n}"	3733	3733	934	934	1136	147	1283	12398	1	12397	12.397	5232	7158	217.09	20.53	TRUE			21/09/2026 00:11
run_0019	gemma4:26b	baseline	pair_02_natural	pair_02	natural	simple	natural_wording	0	0.85	0	8581	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	How does the average store cost compare across the different store types?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""average store cost by store type"",\n  ""aggregateFunction"": ""avg"",\n  ""measure"": ""store_cost"",\n  ""gamma"": [\n    ""store_dim.store_type""\n  ],\n  ""sigma"": []\n}"	3677	3677	920	920	1119	74	1193	8574	1	8573	8.573	4984	3584	224.52	20.65	TRUE			21/09/2026 00:12
run_0020	gemma4:26b	baseline	pair_02_structured	pair_02	structured	simple	structured_wording	0	0.85	0	8595	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""average store cost by store type"",\n  ""aggregateFunction"": ""avg"",\n  ""measure"": ""store_cost"",\n  ""gamma"": [\n    ""store_dim.store_type""\n  ],\n  ""sigma"": []\n}"	3649	3649	913	913	1116	74	1190	8588	1	8587	8.587	4990	3589	223.62	20.62	TRUE			21/09/2026 00:12
run_0021	gemma4:26b	baseline	pair_03_natural	pair_03	natural	simple	natural_wording	0	0.85	0	8052	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	How much sales revenue was generated overall?	sales_cube	Sum	store_sales	[]	[]	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""How much sales revenue was generated overall?"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [],\n  ""sigma"": []\n}"	3649	3649	913	913	1114	61	1175	8044	1	8043	8.043	5018	3018	221.97	20.21	TRUE			21/09/2026 00:12
run_0022	gemma4:26b	baseline	pair_03_structured	pair_03	structured	simple	structured_wording	0	0.85	0	7825	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""total_store_sales"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [],\n  ""sigma"": []\n}"	3658	3658	915	915	1117	59	1176	7818	1	7817	7.817	4979	2830	224.34	20.84	TRUE			21/09/2026 00:12
run_0023	gemma4:26b	baseline	pair_06_natural	pair_06	natural	medium	natural_wording	0	0.85	0	11572	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	"For stores in the USA in 1998, how many units were sold in each state during each quarter?"	sales_cube	Sum	unit_sales	"[store_dim.store_state, date_dim.year_quarter]"	"[store_dim.store_country='USA', date_dim.the_year='1998']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""units sold in each state during each quarter for USA stores in 1998"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""unit_sales"",\n  ""gamma"": [\n    ""store_dim.store_state"",\n    ""date_dim.year_quarter""\n  ],\n  ""sigma"": [\n    ""store_dim.store_country = 'USA'"",\n    ""date_dim.the_year = 1998""\n  ]\n}"	3694	3694	924	924	1130	130	1260	11566	1	11565	11.565	5162	6396	218.88	20.32	TRUE			21/09/2026 00:12
run_0024	gemma4:26b	baseline	pair_06_structured	pair_06	structured	medium	structured_wording	0	0.85	0	11573	TRUE	1	1	1	0	1	FALSE	FALSE	85	85	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	"[store_dim.store_state, date_dim.year_quarter]"	"[store_dim.store_country='USA', date_dim.the_year='1998']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""total unit sales by store state and quarter for stores in the USA during 1998"",\n  ""aggregateFunction"": ""SUM"",\n  ""measure"": ""unit_sales"",\n  ""gamma"": [\n    ""store_dim.store_state"",\n    ""date_dim.year_quarter""\n  ],\n  ""sigma"": [\n    ""store_dim.store_country = 'USA'"",\n    ""date_dim.the_year = 1998""\n  ]\n}"	3695	3695	924	924	1129	132	1261	11567	1	11566	11.566	5161	6399	218.75	20.63	TRUE			21/09/2026 00:12
run_0025	gemma4:26b	baseline	pair_10_natural	pair_10	natural	medium	natural_wording	0	0.81	0	11713	TRUE	1	0.88	1	0	1	FALSE	FALSE	70	85	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	1	"During 1997, how did the sales revenue from low-fat products change from month to month?"	sales_cube	Sum	store_sales	[date_dim.year_and_month]	"[product_dim.low_fat='1', date_dim.the_year='1997']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""sales revenue from low-fat products change from month to month during 1997"",\n  ""aggregateFunction"": ""SUM"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""date_dim.year_and_month""\n  ],\n  ""sigma"": [\n    ""date_dim.the_year = 1997"",\n    ""product_dim.low_fat = 'Y'""\n  ]\n}"	3692	3692	923	923	1129	122	1251	11706	1	11705	11.705	5089	6609	221.83	18.46	TRUE			21/09/2026 00:13
run_0026	gemma4:26b	baseline	pair_10_structured	pair_10	structured	medium	structured_wording	0	0.81	0	11519	TRUE	1	0.88	1	0	1	FALSE	FALSE	70	85	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	1	What are the total store sales by month during 1997 for low-fat products?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	"[product_dim.low_fat='1', date_dim.the_year='1997']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""total store sales by month during 1997 for low-fat products"",\n  ""aggregateFunction"": ""SUM"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""date_dim.year_and_month""\n  ],\n  ""sigma"": [\n    ""date_dim.the_year = 1997"",\n    ""product_dim.low_fat = 'Y'""\n  ]\n}"	3677	3677	920	920	1126	120	1246	11512	1	11511	11.511	5119	6386	219.94	18.79	TRUE			21/09/2026 00:13
run_0027	gemma4:26b	baseline	pair_13_structured	pair_13	structured	complex	structured_wording	0	0.83	0	13275	TRUE	1	0.93	1	0	1	FALSE	FALSE	75	85	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	1	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	"[date_dim.year_and_month, customer_dim.city]"	"[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']"	"{\n  ""cubeName"": ""sales_cube"",\n  ""queryName"": ""total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper"",\n  ""aggregateFunction"": ""sum"",\n  ""measure"": ""store_sales"",\n  ""gamma"": [\n    ""date_dim.year_and_month"",\n    ""customer_dim.city""\n  ],\n  ""sigma"": [\n    ""date_dim.year_quarter = '1997-Q3'"",\n    ""customer_dim.state_province = 'California'"",\n    ""promotion_dim.media_type = 'Daily Paper'""\n  ]\n}"	3751	3751	938	938	1138	159	1297	13267	1	13266	13.266	5316	7944	214.06	20.01	TRUE			21/09/2026 00:13
