run_id	llm	prompt_combination	test_id	pair_id	wording_type	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	adjusted_duration_ms	adjusted_duration_s	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0011	gemma4:26b	baseline	pair_05_structured	pair_05	structured	simple	structured_wording	0.00	0.82	1.00	10140	true	1.00	0.90	1.00	0.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	What are the total store sales for stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales for stores in California during 1998",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "store_dim.store_state = 'California'",\n    "date_dim.the_year = 1998"\n  ]\n}	3672	3672	918	918	1123	101	1224	10133	1	10132	10.132	5084	5041	220.86	20.04	true			2026-09-23 01:15:59
run_0012	gemma4:26b	baseline	pair_05_natural	pair_05	natural	simple	natural_wording	0.00	0.82	1.00	10167	true	1.00	0.90	1.00	0.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "How much sales revenue came from stores in California during 1998?",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": [\n    "store_dim.store_state = 'California'",\n    "date_dim.the_year = 1998"\n  ]\n}	3670	3670	918	918	1122	103	1225	10159	1	10158	10.158	5087	5065	220.54	20.33	true			2026-09-23 01:16:09
run_0013	gemma4:26b	baseline	pair_15_natural	pair_15	natural	complex	natural_wording	0.00	0.76	0.00	13005	true	1.00	0.71	1.00	0.00	1.00	false	false	80.00	90.00	true	true	true	true	true	false	false	0	0	0	1	1	1	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "average sales revenue by product category and store type for Daily Paper promotions in California during Q3 1997",\n  "aggregateFunction": "avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "promotion_dim.promotion_name = 'Daily Paper'",\n    "store_dim.store_state = 'California'",\n    "date_dim.year_quarter = '1997-Q3'"\n  ]\n}	3755	3755	939	939	1137	154	1291	12997	1	12996	12.996	5274	7715	215.57	19.96	true			2026-09-23 01:16:20
run_0014	gemma4:26b	baseline	pair_15_structured	pair_15	structured	complex	structured_wording	0.00	0.83	1.00	12887	true	1.00	0.93	1.00	0.00	1.00	false	true	90.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	What is the average store sales by product category and store type in California during Q3 1997 when the promotion media type was Daily Paper?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']	{\n  "cubeName": "sales_cube",\n  "queryName": "average store sales by product category and store type in California during Q3 1997 when the promotion media type was Daily Paper",\n  "aggregateFunction": "avg",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category",\n    "store_dim.store_type"\n  ],\n  "sigma": [\n    "store_dim.store_state = 'California'",\n    "date_dim.year_quarter = '1997-Q3'",\n    "promotion_dim.media_type = 'Daily Paper'"\n  ]\n}	3746	3746	937	937	1137	158	1295	12879	1	12878	12.878	5205	7666	218.43	20.61	true			2026-09-23 01:16:33
run_0015	gemma4:26b	baseline	pair_01_structured	pair_01	structured	simple	structured_wording	1.00	0.85	1.00	10074	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by product category for the year 1997",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997"\n  ]\n}	3673	3673	919	919	1124	102	1226	10067	1	10066	10.066	5014	5046	224.16	20.21	true			2026-09-23 01:16:45
run_0016	gemma4:26b	baseline	pair_01_natural	pair_01	natural	simple	natural_wording	1.00	0.85	1.00	10065	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	In 1997, how much sales revenue did each product category generate?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "In 1997, how much sales revenue did each product category generate?",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_category"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997"\n  ]\n}	3671	3671	918	918	1123	104	1227	10057	1	10056	10.056	5057	4992	222.03	20.83	true			2026-09-23 01:16:56
run_0017	gemma4:26b	baseline	pair_12_structured	pair_12	structured	complex	structured_wording	1.00	0.85	1.00	12964	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product subcategory and quarter during 1997 for products in the Breakfast Foods category sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "What are the total store sales by product subcategory and quarter during 1997 for products in the Breakfast Foods category sold by stores in the USA?",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "product_dim.product_category = 'Breakfast Foods'",\n    "store_dim.store_country = 'USA'"\n  ]\n}	3753	3753	939	939	1138	159	1297	12957	1	12956	12.956	5231	7719	217.55	20.60	true			2026-09-23 01:17:06
run_0018	gemma4:26b	baseline	pair_12_natural	pair_12	natural	complex	natural_wording	1.00	0.85	1.00	12728	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	For Breakfast Foods sold by stores in the USA in 1997, how much sales revenue came from each product subcategory in each quarter?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']	{\n  "cubeName": "sales_cube",\n  "queryName": "For Breakfast Foods sold by stores in the USA in 1997, how much sales revenue came from each product subcategory in each quarter?",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_subcategory",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "product_dim.product_category = 'Breakfast Foods'",\n    "store_dim.store_country = 'USA'",\n    "date_dim.the_year = 1997"\n  ]\n}	3733	3733	934	934	1136	157	1293	12721	1	12720	12.720	5142	7572	220.92	20.73	true			2026-09-23 01:17:19
run_0019	gemma4:26b	baseline	pair_02_natural	pair_02	natural	simple	natural_wording	1.00	0.85	1.00	8611	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How does the average store cost compare across the different store types?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "average store cost by store type",\n  "aggregateFunction": "avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	3677	3677	920	920	1119	74	1193	8602	1	8601	8.601	5025	3571	222.67	20.72	true			2026-09-23 01:17:31
run_0020	gemma4:26b	baseline	pair_02_structured	pair_02	structured	simple	structured_wording	1.00	0.85	1.00	8665	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "average store cost by store type",\n  "aggregateFunction": "avg",\n  "measure": "store_cost",\n  "gamma": [\n    "store_dim.store_type"\n  ],\n  "sigma": []\n}	3649	3649	913	913	1116	74	1190	8658	1	8657	8.657	5052	3599	220.87	20.56	true			2026-09-23 01:17:40
run_0021	gemma4:26b	baseline	pair_03_natural	pair_03	natural	simple	natural_wording	1.00	0.85	1.00	7981	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue was generated overall?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "How much sales revenue was generated overall?",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	3649	3649	913	913	1114	61	1175	7974	1	7973	7.973	4968	2999	224.21	20.34	true			2026-09-23 01:17:49
run_0022	gemma4:26b	baseline	pair_03_structured	pair_03	structured	simple	structured_wording	1.00	0.85	1.00	8057	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales overall?	sales_cube	Sum	store_sales	[]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "total_store_sales_overall",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [],\n  "sigma": []\n}	3643	3643	911	911	1114	61	1175	8049	1	8048	8.048	5021	3020	221.85	20.20	true			2026-09-23 01:17:57
run_0023	gemma4:26b	baseline	pair_06_natural	pair_06	natural	medium	natural_wording	1.00	0.85	1.00	11577	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	For stores in the USA in 1998, how many units were sold in each state during each quarter?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "units sold in each state during each quarter for USA stores in 1998",\n  "aggregateFunction": "SUM",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "store_dim.store_country = 'USA'",\n    "date_dim.the_year = 1998"\n  ]\n}	3694	3694	924	924	1130	130	1260	11571	1	11570	11.570	5170	6393	218.56	20.33	true			2026-09-23 01:18:05
run_0024	gemma4:26b	baseline	pair_06_structured	pair_06	structured	medium	structured_wording	1.00	0.85	1.00	11465	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']	{\n  "cubeName": "sales_cube",\n  "queryName": "total unit sales by store state and quarter for stores in the USA during 1998",\n  "aggregateFunction": "sum",\n  "measure": "unit_sales",\n  "gamma": [\n    "store_dim.store_state",\n    "date_dim.year_quarter"\n  ],\n  "sigma": [\n    "store_dim.store_country = 'USA'",\n    "date_dim.the_year = 1998"\n  ]\n}	3695	3695	924	924	1129	132	1261	11459	1	11458	11.458	5073	6379	222.52	20.69	true			2026-09-23 01:18:16
run_0025	gemma4:26b	baseline	pair_10_natural	pair_10	natural	medium	natural_wording	0.00	0.81	1.00	11549	true	1.00	0.88	1.00	0.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "sales revenue from low-fat products change from month to month during 1997",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "product_dim.low_fat = 'Y'"\n  ]\n}	3692	3692	923	923	1129	122	1251	11542	1	11541	11.541	5157	6378	218.92	19.13	true			2026-09-23 01:18:28
run_0026	gemma4:26b	baseline	pair_10_structured	pair_10	structured	medium	structured_wording	0.00	0.81	1.00	11722	true	1.00	0.88	1.00	0.00	1.00	false	true	85.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	What are the total store sales by month during 1997 for low-fat products?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']	{\n  "cubeName": "sales_cube",\n  "queryName": "What are the total store sales by month during 1997 for low-fat products?",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "product_dim.low_fat = 'Y'"\n  ]\n}	3677	3677	920	920	1126	123	1249	11714	1	11713	11.713	5148	6559	218.72	18.75	true			2026-09-23 01:18:39
run_0027	gemma4:26b	baseline	pair_13_structured	pair_13	structured	complex	structured_wording	0.00	0.83	1.00	12970	true	1.00	0.93	1.00	0.00	1.00	false	true	90.00	100.00	true	true	true	true	true	false	true	0	0	0	0	0	1	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "date_dim.year_and_month",\n    "customer_dim.city"\n  ],\n  "sigma": [\n    "date_dim.year_quarter = '1997-Q3'",\n    "customer_dim.state_province = 'California'",\n    "promotion_dim.media_type = 'Daily Paper'"\n  ]\n}	3751	3751	938	938	1138	159	1297	12962	2	12960	12.960	5301	7652	214.65	20.78	true			2026-09-23 01:18:51
run_0028	gemma4:26b	baseline	pair_13_natural	pair_13	natural	complex	natural_wording	0.00	0.49	0.00	14208	true	0.38	0.43	1.00	0.00	1.00	false	false	40.00	47.50	true	true	true	true	false	false	false	0	2	2	2	3	1	During Q3 1997, when Daily Paper promotions were used for customers in California, how much sales revenue came from each customer city in each month?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']	{\n  "cubeName": "sales_cube",\n  "queryName": "sales revenue by customer city and month for Daily Paper promotions in California during Q3 1997",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "customer_dim.customer_region_id",\n    "date_dim.the_month"\n  ],\n  "sigma": [\n    "date_dim.the_year = 1997",\n    "date_dim.quarter = 'Q3'",\n    "promotion_dim.promotion_name = 'Daily Paper'",\n    "customer_dim.state_province = 'California'"\n  ]\n}	3753	3753	939	939	1139	164	1303	14200	1	14199	14.199	5200	8992	219.02	18.24	true			2026-09-23 01:19:04
run_0029	gemma4:26b	baseline	pair_04_structured	pair_04	structured	simple	structured_wording	1.00	0.85	1.00	8500	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	What are the total store sales by product family?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "total store sales by product family",\n  "aggregateFunction": "SUM",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": []\n}	3653	3653	914	914	1116	74	1190	8492	1	8491	8.491	4939	3546	225.96	20.87	true			2026-09-23 01:19:18
run_0030	gemma4:26b	baseline	pair_04_natural	pair_04	natural	simple	natural_wording	1.00	0.85	1.00	8825	true	1.00	1.00	1.00	0.00	1.00	true	true	100.00	100.00	true	true	true	true	true	true	true	0	0	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]	{\n  "cubeName": "sales_cube",\n  "queryName": "How much sales revenue did each product family generate?",\n  "aggregateFunction": "sum",\n  "measure": "store_sales",\n  "gamma": [\n    "product_dim.product_family"\n  ],\n  "sigma": []\n}	3660	3660	915	915	1116	77	1193	8818	1	8817	8.817	5015	3795	222.51	20.29	true			2026-09-23 01:19:27
