run_id	llm	prompt_combination	test_id	difficulty	category	strict_accuracy	overall_similarity	structural_accuracy	response_time_ms	similarity_available	gamma_similarity	sigma_similarity	measure_similarity	aggregate_similarity	cube_similarity	strict_valid	structural_valid	strict_weighted_score	structural_weighted_score	format_valid	cube_correct	aggregate_correct	measure_correct	gamma_correct	sigma_correct	structural_sigma_correct	unknown_fields_count	missing_gamma_count	extra_gamma_count	missing_sigma_count	extra_sigma_count	wrong_sigma_value_count	question	expected_cube	expected_aggregate	expected_measure	expected_gamma	expected_sigma	actual_answer	prompt_chars	prompt_utf8_bytes	prompt_estimated_tokens_chars	prompt_estimated_tokens_bytes	prompt_eval_count	eval_count	total_tokens	total_duration_ms	load_duration_ms	prompt_eval_duration_ms	eval_duration_ms	prompt_tokens_per_second	output_tokens_per_second	llm_call_success	error_type	error_message	timestamp
run_0018	gemma4:26b	instructions_for_query_generation	simple_03	simple	structured_wording	0.00		0.00	10054	false						false	false	60.00	60.00	false	false	false	false	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]		7699	7699	1925	1925	1965	128	2093	10044	1	2571	7457	764.10	17.16	true			2026-09-19 04:25:58
run_0019	gemma4:26b	instructions_for_query_generation	simple_04	simple	natural_wording	0.00		0.00	10086	false						false	false	30.00	30.00	false	false	false	false	false	true	true	0	1	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]		7701	7701	1926	1926	1964	128	2092	10074	1	2344	7713	837.75	16.59	true			2026-09-19 04:26:08
run_0020	gemma4:26b	instructions_for_query_generation	simple_05	simple	natural_wording	0.00		0.00	9956	false						false	false	30.00	30.00	false	false	false	false	true	false	false	0	0	0	2	0	0	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']		7711	7711	1928	1928	1970	128	2098	9945	1	2374	7554	829.58	16.94	true			2026-09-19 04:26:18
run_0021	gemma4:26b	instructions_for_query_generation	medium_01	medium	structured_wording	0.00		0.00	9312	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	2	0	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']		7736	7736	1934	1934	1977	128	2105	9300	1	2771	6512	713.30	19.66	true			2026-09-19 04:26:28
run_0022	gemma4:26b	instructions_for_query_generation	medium_02	medium	structured_wording	0.00		0.00	9298	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	1	0	2	0	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']		7728	7728	1932	1932	1975	128	2103	9286	1	2656	6614	743.38	19.35	true			2026-09-19 04:26:37
run_0023	gemma4:26b	instructions_for_query_generation	medium_03	medium	structured_wording	0.00		0.00	9551	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	1	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']		7733	7733	1934	1934	1974	128	2102	9539	1	2546	6978	775.09	18.34	true			2026-09-19 04:26:47
run_0024	gemma4:26b	instructions_for_query_generation	medium_04	medium	natural_wording	0.00		0.00	8958	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	1	0	2	0	0	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']		7722	7722	1931	1931	1972	128	2100	8947	1	2413	6516	816.93	19.64	true			2026-09-19 04:26:56
run_0025	gemma4:26b	instructions_for_query_generation	medium_05	medium	natural_wording	0.00		0.00	9361	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	1	0	2	0	0	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']		7733	7733	1934	1934	1977	128	2105	9349	1	2774	6558	712.54	19.52	true			2026-09-19 04:27:05
run_0026	gemma4:26b	instructions_for_query_generation	complex_01	complex	structured_wording	0.00		0.00	9468	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	3	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']		7790	7790	1948	1948	1985	128	2113	9455	1	2855	6582	695.09	19.44	true			2026-09-19 04:27:15
run_0027	gemma4:26b	instructions_for_query_generation	complex_02	complex	structured_wording	0.00		0.00	9360	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	3	0	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']		7769	7769	1943	1943	1982	128	2110	9349	1	2693	6637	735.85	19.28	true			2026-09-19 04:27:24
run_0028	gemma4:26b	instructions_for_query_generation	complex_03	complex	structured_wording	0.00		0.00	9703	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	3	0	0	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']		7792	7792	1948	1948	1986	128	2114	9689	1	2812	6860	706.17	18.66	true			2026-09-19 04:27:33
run_0029	gemma4:26b	instructions_for_query_generation	complex_04	complex	natural_wording	0.00		0.00	9222	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	4	0	0	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']		7776	7776	1944	1944	1982	128	2110	9211	1	2715	6480	729.98	19.75	true			2026-09-19 04:27:43
run_0030	gemma4:26b	instructions_for_query_generation	complex_05	complex	natural_wording	0.00		0.00	9963	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	3	0	0	When Daily Paper promotions were used in California during Q3 1997, how did the average sales revenue differ across product categories and store types?	sales_cube	Avg	store_sales	[product_dim.product_category, store_dim.store_type]	[promotion_dim.media_type='Daily Paper', store_dim.store_state='CA', date_dim.year_quarter='1997-Q3']		7796	7796	1949	1949	1985	128	2113	9940	1	2849	7076	696.60	18.09	true			2026-09-19 04:27:52
run_0031	gemma4:26b	prescription_of_result	simple_01	simple	structured_wording	0.00		0.00	23084	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	1	0	1	0	0	What are the total store sales by product category for the year 1997?	sales_cube	Sum	store_sales	[product_dim.product_category]	[date_dim.the_year='1997']		5730	5730	1433	1433	1620	128	1748	23068	1	15561	7194	104.10	17.79	true			2026-09-19 04:28:02
run_0032	gemma4:26b	prescription_of_result	simple_02	simple	structured_wording	0.00		0.00	9092	false						false	false	30.00	30.00	false	false	false	false	false	true	true	0	1	0	0	0	0	What is the average store cost by store type?	sales_cube	Avg	store_cost	[store_dim.store_type]	[]		5706	5706	1427	1427	1612	128	1740	9080	1	2439	6628	660.69	19.31	true			2026-09-19 04:28:25
run_0033	gemma4:26b	prescription_of_result	simple_03	simple	structured_wording	0.00		0.00	9219	false						false	false	60.00	60.00	false	false	false	false	true	true	true	0	0	0	0	0	0	What are the total store sales across the entire cube?	sales_cube	Sum	store_sales	[]	[]		5715	5715	1429	1429	1613	128	1741	9210	1	2332	6865	691.44	18.65	true			2026-09-19 04:28:34
run_0034	gemma4:26b	prescription_of_result	simple_04	simple	natural_wording	0.00		0.00	9600	false						false	false	30.00	30.00	false	false	false	false	false	true	true	0	1	0	0	0	0	How much sales revenue did each product family generate?	sales_cube	Sum	store_sales	[product_dim.product_family]	[]		5717	5717	1430	1430	1612	128	1740	9591	1	2503	7075	643.93	18.09	true			2026-09-19 04:28:44
run_0035	gemma4:26b	prescription_of_result	simple_05	simple	natural_wording	0.00		0.00	9716	false						false	false	30.00	30.00	false	false	false	false	true	false	false	0	0	0	2	0	0	How much sales revenue came from stores in California during 1998?	sales_cube	Sum	store_sales	[]	[store_dim.store_state='CA', date_dim.the_year='1998']		5727	5727	1432	1432	1618	128	1746	9707	1	2549	7145	634.70	17.91	true			2026-09-19 04:28:53
run_0036	gemma4:26b	prescription_of_result	medium_01	medium	structured_wording	0.00		0.00	9159	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	2	0	0	What are the total unit sales by store state and quarter for stores in the USA during 1998?	sales_cube	Sum	unit_sales	[store_dim.store_state, date_dim.year_quarter]	[store_dim.store_country='USA', date_dim.the_year='1998']		5752	5752	1438	1438	1625	128	1753	9147	1	2603	6533	624.20	19.59	true			2026-09-19 04:29:03
run_0037	gemma4:26b	prescription_of_result	medium_02	medium	structured_wording	0.00		0.00	9287	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	1	0	2	0	0	What is the average store cost by product family for stores in the USA during 1997?	sales_cube	Avg	store_cost	[product_dim.product_family]	[store_dim.store_country='USA', date_dim.the_year='1997']		5744	5744	1436	1436	1623	128	1751	9276	1	2417	6847	671.33	18.69	true			2026-09-19 04:29:12
run_0038	gemma4:26b	prescription_of_result	medium_03	medium	structured_wording	0.00		0.00	9254	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	1	0	0	What are the total store sales by promotion media type and product category during 1997?	sales_cube	Sum	store_sales	[promotion_dim.media_type, product_dim.product_category]	[date_dim.the_year='1997']		5749	5749	1438	1438	1622	128	1750	9245	1	2712	6519	597.89	19.63	true			2026-09-19 04:29:21
run_0039	gemma4:26b	prescription_of_result	medium_04	medium	natural_wording	0.00		0.00	9242	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	1	0	2	0	0	Among Golden-card customers in the USA, how many units did men and women buy?	sales_cube	Sum	unit_sales	[customer_dim.gender]	[customer_dim.member_card='Golden', customer_dim.country='USA']		5738	5738	1435	1435	1620	128	1748	9229	1	2602	6613	622.47	19.35	true			2026-09-19 04:29:31
run_0040	gemma4:26b	prescription_of_result	medium_05	medium	natural_wording	0.00		0.00	9811	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	1	0	2	0	0	During 1997, how did the sales revenue from low-fat products change from month to month?	sales_cube	Sum	store_sales	[date_dim.year_and_month]	[product_dim.low_fat='1', date_dim.the_year='1997']		5749	5749	1438	1438	1625	128	1753	9800	1	2744	7042	592.06	18.18	true			2026-09-19 04:29:40
run_0041	gemma4:26b	prescription_of_result	complex_01	complex	structured_wording	0.00		0.00	9151	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	3	0	0	What are the total store sales by month and customer state during 1997 for customers in the USA who purchased products from the Milk subcategory?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.state_province]	[date_dim.the_year='1997', customer_dim.country='USA', product_dim.product_subcategory='Milk']		5806	5806	1452	1452	1633	128	1761	9142	1	2673	6455	610.73	19.83	true			2026-09-19 04:29:50
run_0042	gemma4:26b	prescription_of_result	complex_02	complex	structured_wording	0.00		0.00	9309	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	3	0	0	What are the total store sales by product subcategory and quarter during 1997 for Breakfast Foods sold by stores in the USA?	sales_cube	Sum	store_sales	[product_dim.product_subcategory, date_dim.year_quarter]	[date_dim.the_year='1997', product_dim.product_category='Breakfast Foods', store_dim.store_country='USA']		5785	5785	1447	1447	1630	128	1758	9300	1	2653	6634	614.27	19.29	true			2026-09-19 04:29:59
run_0043	gemma4:26b	prescription_of_result	complex_03	complex	structured_wording	0.00		0.00	9026	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	3	0	0	What are the total store sales by month and customer city during Q3 1997 for customers in California when the promotion media type was Daily Paper?	sales_cube	Sum	store_sales	[date_dim.year_and_month, customer_dim.city]	[date_dim.year_quarter='1997-Q3', customer_dim.state_province='CA', promotion_dim.media_type='Daily Paper']		5808	5808	1452	1452	1634	128	1762	9016	1	2725	6278	599.46	20.39	true			2026-09-19 04:30:08
run_0044	gemma4:26b	prescription_of_result	complex_04	complex	natural_wording	0.00		0.00	9106	false						false	false	0.00	0.00	false	false	false	false	false	false	false	0	2	0	4	0	0	For Food purchases made by customers from Washington in the USA during 1997, how did sales revenue vary across quarters and brands?	sales_cube	Sum	store_sales	[date_dim.year_quarter, product_dim.brand_name]	[product_dim.product_family='Food', customer_dim.state_province='WA', customer_dim.country='USA', date_dim.the_year='1997']		5792	5792	1448	1448	1630	128	1758	9097	1	2596	6488	627.68	19.73	true			2026-09-19 04:30:17
